K,P,e
10992264,111990-02_10990208_0400,1
10992264,111990-02_10990209_0400,1
10992264,111990-02_10990210_0400,1
10992264,111990-02_10990212_0400,1
10992264,111990-02_10990224_0400,1
10992264,111990-02_10990225_0400,1
10992264,111990-02_10990227_0400,1
10992264,111990-02_10990048_0400,1
10992264,111990-01_10990281_0100,1
10992264,111990-01_11022862_0200,1
10992264,111990-01_10990277_0100,1
10992264,111990-01_10202856_0100,1
10992264,111990-01_10202856_0200,1
10992264,111990-01_10202858_0100,1
10992264,111990-01_10202861_0100,1
10992264,111990-01_10202865_0100,1
10992264,111990-01_10202865_0200,1
10992264,111990-01_10202866_0100,1
10992264,111990-01_10202855_0200,1
10992264,111990-01_10202866_0200,1
10992264,111990-01_10203254_0200,1
10992264,111990-01_10203255_0200,1
10992264,111990-01_10203256_0100,1
10992264,111990-01_10203256_0200,1
10992264,111990-01_10203257_0100,1
10992264,111990-01_10203257_0200,1
10992264,111990-01_10203258_0100,1
10992264,111990-01_10202867_0100,1
10992264,111990-01_10203259_0100,1
10992264,111990-01_10202855_0100,1
10992264,111990-01_10202852_0100,1
10992264,111990-01_10202507_0100,1
10992264,111990-01_10202510_0200,1
10992264,111990-01_10202511_0200,1
10992264,111990-01_10202512_0100,1
10992264,111990-01_10202512_0200,1
10992264,111990-01_10202513_0100,1
10992264,111990-01_10202513_0200,1
10992264,111990-01_10202854_0200,1
10992264,111990-01_10202515_0100,1
10992264,111990-01_10202792_0200,1
10992264,111990-01_10990277_0300,1
10992264,111990-01_10202794_0100,1
10992264,111990-01_10202794_0200,1
10992264,111990-01_10202795_0100,1
10992264,111990-01_10202795_0200,1
10992264,111990-01_10202851_0100,1
10992264,111990-01_10202790_0200,1
10992264,111990-01_10206475_0200,1
10992264,111990-01_10202793_0200,1
10992264,111990-01_10985654_0100,1
10992264,111990-01_10990222_0100,1
10992264,111990-01_10990222_0200,1
10992264,111990-01_10990223_0200,1
10992264,111990-01_10990224_0100,1
10992264,111990-01_10990224_0200,1
10992264,111990-01_10990224_0300,1
10992264,111990-01_10990225_0100,1
10992264,111990-01_10990212_0300,1
10992264,111990-01_10990225_0200,1
10992264,111990-01_10990227_0100,1
10992264,111990-01_10990227_0300,1
10992264,111990-01_10990272_0100,1
10992264,111990-01_10990272_0300,1
10992264,111990-01_10990276_0100,1
10992264,111990-01_10990276_0200,1
10992264,111990-01_10990276_0300,1
10992264,111990-01_10990225_0300,1
10992264,111990-01_10871328_0100,1
10992264,111990-01_10990223_0100,1
10992264,111990-01_10990210_0300,1
10992264,111990-01_10985654_0200,1
10992264,111990-01_10985746_0100,1
10992264,111990-01_10985746_0300,1
10992264,111990-01_10985748_0100,1
10992264,111990-01_10990212_0100,1
10992264,111990-01_10990046_0100,1
10992264,111990-01_10990046_0300,1
10992264,111990-01_10990048_0100,1
10992264,111990-01_10985748_0300,1
10992264,111990-01_10990208_0100,1
10992264,111990-01_10990208_0200,1
10992264,111990-01_10990208_0300,1
10992264,111990-01_10990209_0100,1
10992264,111990-01_10990209_0300,1
10992264,111990-01_10990048_0300,1
10992264,111990-01_10990210_0100,1
10992264,111990-01_10990210_0200,1
10992713,135150-02_10992713_0100,1
10993040,135120-08_10993040_0100,1
10993040,135130-18_10993040_0400,1
10993059,123080-08_10993059_0100,1
10993059,123680-08_10993059_0200,1
10993262,124270-01_10993262_0100,1
10993673,123680-20_10993673_0100,1
10993674,123680-20_10993674_0100,1
10994153,123580-02_10994153_0100,1
10994197,100710-20_10994197_0110,1
10994198,124860-06_10925529_0100,1
10994393,111230-06_10994393_0100,1
10994393,111230-06_10994393_0200,1
10994836,123590-01_10994836_0100,1
10995217,123530-03_10995217_0100,1
10995492,123580-01_10995492_0100,1
10996134,123020-73_10996134_0700,1
10996134,123530-01_10996134_0100,1
10996523,111230-06_10996523_1111,1
10996525,111230-06_10996525_0400,1
10996525,111260-01_10996525_0500,1
10996525,111230-06_10996525_0300,1
10996672,123540-14_10996672_0100,1
10996880,135150-10_10996880_0100,1
10996880,135150-10_10996880_9100,1
10996900,112020-02_10996900_0100,1
10996978,100410-09_10996978_0100,1
10997060,111260-01_10997060_0100,1
10997138,111030-07_10997138_1000,1
10997163,123580-01_10997163_0100,1
10997229,111260-01_10997229_0100,1
10997240,111120-07_10997240_0300,1
10997387,100630-30_10997387_0110,1
10997663,135150-12_10997663_0100,1
10997788,111260-01_10997788_0300,1
10997924,123350-85_10997924_0100,1
10997931,100630-30_10997931_0110,1
10998003,135150-07_10998003_0100,1
10998010,100600-01_10998010_0110,1
10998165,100410-09_10998165_0100,1
10998398,123530-05_10998398_0100,1
10998466,134130-05_10998466_1300,1
10998633,123530-05_10998633_0101,1
10998712,123020-24_10998712_0700,1
10998800,123020-24_10998800_0700,1
10998934,123580-02_10998934_0200,1
10998934,123580-02_10998934_0100,1
10998935,123580-02_10998935_0100,1
10998935,123580-02_10998935_0200,1
10998936,111190-01_10998936_0100,1
10998950,123540-03_10998950_0100,1
10999002,111120-07_10999002_0300,1
10999058,123540-12_10999058_0100,1
10999144,111190-03_10999144_0300,1
10999348,124270-02_10999348_0100,1
10999580,123520-07_10999580_0100,1
10999580,123520-07_10999580_0101,1
10999678,123590-08_10999678_0100,1
10999678,123590-01_10999678_0200,1
10999733,111230-06_10999733_0200,1
10999733,111230-06_10999733_0300,1
10999735,111230-06_10999735_1111,1
10999735,111260-01_10999735_0100,1
10999744,111230-06_10999744_1111,1
10999744,111230-06_10999744_0100,1
10999883,123510-03_10999883_1000,1
11000008,111350-16_11000008_6610,1
11000111,111360-01_10564628_1000,1
11000119,189070-01_11000119_571A,1
11000119,189070-01_11000119_4773,1
11000119,189070-01_11000119_4775,1
11000119,189070-01_11000119_0200,1
11000119,189070-01_11000119_0800,1
11000160,123410-15_11000160_0100,1
11000314,123530-05_11000314_0100,1
11000337,124600-12_11000337_0100,1
11000338,124600-05_11000338_0100,1
11000566,123580-01_11000566_0100,1
11000838,135150-15_11000838_0100,1
11000854,123580-02_11000854_0100,1
11001047,124930-21_11001047_2100,1
11001150,124270-01_11001150_0100,1
11001157,123580-02_11001157_0100,1
11001677,123410-15_11001677_0100,1
11001677,123410-15_11001677_0200,1
11001698,111230-06_11001698_1111,1
11001704,134130-02_11001704_1300,1
11001706,134130-05_11001706_0100,1
11001759,124600-12_11001759_0100,1
11001813,151450-01_11001813_0100,1
11001814,151450-05_11001814_0100,1
11001837,111230-06_11001837_1111,1
11001999,151450-11_11001999_0100,1
11002299,100650-01_11002299_0110,1
11002299,100650-01_11002299_0220,1
11002422,123470-20_11002422_0100,1
11002430,123020-84_11002430_0700,1
11002431,123020-84_11002431_0700,1
11002442,123580-01_11002442_0100,1
11002443,123580-01_11002443_0100,1
11002519,135150-06_11002519_0100,1
11002788,124600-04_10210495_0200,1
11002808,123580-01_11002808_0100,1
11002941,111350-18_11002941_6814,1
11002955,124270-01_11002955_0100,1
11002982,123530-05_11002982_0100,1
11003212,123580-01_11003212_0100,1
11003230,100630-30_11003230_0110,1
11003231,100630-30_11003231_0110,1
11003259,123590-01_11003259_0100,1
11003259,123590-08_11003259_0200,1
11003306,123590-01_11003306_0100,1
11003335,110980-01_11003335_0102,1
11003335,110980-01_11003335_0103,1
11003335,110980-01_11003335_0100,1
11003335,110980-01_11003335_0101,1
11003362,123080-13_11003362_0200,1
11003362,124600-12_11003362_0100,1
11003385,123590-01_11003385_0100,1
11003391,123580-02_11003391_0100,1
11003453,123580-02_11003453_0100,1
11003453,123580-02_11003453_0200,1
11003463,134130-08_11003463_1300,1
11003464,134130-08_11003464_1300,1
11003465,134130-08_11003465_1300,1
11003466,134130-08_11003466_1300,1
11003849,151310-02_11003849_0100,1
11004220,123580-02_11004220_0100,1
11004224,135150-02_11004224_0200,1
11004256,100610-10_11004256_0110,1
11004258,100660-01_11004258_0110,1
11004633,111350-18_11004633_6815,1
11004958,125040-05_11004958_0100,1
11004968,123380-03_50440760_0318,1
11004968,123380-03_58660105_0308,1
11004968,123380-03_58660105_0310,1
11004968,123380-03_58660105_0318,1
11004968,123380-03_58699921_0300,1
11004968,123380-03_58699921_0308,1
11004968,123380-03_58040282_0300,1
11004968,123380-03_58699921_0310,1
11004968,123380-03_58699921_0318,1
11004968,123380-03_58992367_0300,1
11004968,123380-03_58992367_0308,1
11004968,123380-03_58992367_0310,1
11004968,123380-03_58992367_0318,1
11004968,123380-03_50440760_0300,1
11004968,123380-03_50440760_0308,1
11004968,123380-03_50440760_0310,1
11004968,123380-03_58660105_0300,1
11004968,123380-03_58573139_0318,1
11004968,123380-03_58493727_0310,1
11004968,123380-03_58573139_0308,1
11004968,123380-03_10291559_0300,1
11004968,123380-03_10291559_0308,1
11004968,123380-03_10291559_0310,1
11004968,123380-03_10291559_0318,1
11004968,123380-03_58476522_0300,1
11004968,123380-03_58476522_0308,1
11004968,123380-03_58573139_0310,1
11004968,123380-03_58476522_0318,1
11004968,123380-03_58476522_0310,1
11004968,123380-03_58493727_0308,1
11004968,123380-03_58493727_0318,1
11004968,123380-03_58563123_0300,1
11004968,123380-03_58563123_0308,1
11004968,123380-03_58563123_0310,1
11004968,123380-03_58563123_0318,1
11004968,123380-03_58573139_0300,1
11004968,123380-03_58493727_0300,1
11004969,123380-03_58630054_0401,1
11004969,123380-03_58026484_0401,1
11004969,123380-03_58874298_0401,1
11004969,123380-03_58561402_0401,1
11004969,123380-03_58561396_0401,1
11004969,123380-03_58517966_0401,1
11004969,123380-03_58495875_0401,1
11004969,123380-03_10205781_0401,1
11004996,123380-03_10775768_0350,1
11004996,123380-03_58657433_0350,1
11004996,123380-03_58693622_0350,1
11004996,123380-03_58026491_0350,1
11005009,123380-03_10870412_0350,1
11005009,123380-03_58579148_0350,1
11005009,123380-03_58010056_0600,1
11005013,123580-01_11005013_0100,1
11005044,123380-03_58026507_0101,1
11005044,123380-03_58021410_0101,1
11005044,123380-03_58679459_0101,1
11005044,123380-03_58589956_0101,1
11005044,123380-03_58586337_0101,1
11005044,123380-03_58365864_0101,1
11005044,123380-03_58560177_0101,1
11005044,123380-03_58494090_0101,1
11005044,123380-03_58007025_0101,1
11005044,123380-03_10516835_0101,1
11005044,123380-03_58562874_0101,1
11005070,123380-03_10073852_0350,1
11005070,123380-03_58872744_0350,1
11006009,135100-21_11006009_0100,1
11006069,111230-06_11006069_1111,1
11006140,135130-33_11006140_0100,1
11006153,124270-01_11006153_0100,1
11006210,100660-01_11006210_0110,1
11006215,135100-21_11006215_0100,1
11006316,123020-24_11006316_0100,1
11006628,151450-02_11006628_0100,1
11006774,111990-01_11006774_0100,1
11006774,111990-01_11006774_0200,1
11006775,111990-01_11006775_0100,1
11006775,111990-01_11006775_0200,1
11006776,111990-01_11006776_0100,1
11006776,111990-01_11006776_0200,1
11006776,111990-01_11006776_0300,1
11006777,111990-01_11006777_0100,1
11006777,111990-01_11006777_0200,1
11006778,111990-01_11006778_0300,1
11006778,111990-01_11006778_0100,1
11006779,111990-01_11006779_0100,1
11006779,111990-01_11006779_0300,1
11006971,123580-02_11006971_0100,1
11007013,124270-01_11007013_0100,1
11007022,112020-02_11007022_0200,1
11007133,135150-02_11007133_0200,1
11007133,135150-17_11007133_0100,1
11007134,134130-08_11007134_1300,1
11007218,123580-01_11007218_0100,1
11007382,123520-07_11007382_0100,1
11007382,123520-07_11007382_0101,1
11007756,100660-01_11007756_0110,1
11007843,111480-01_11007843_0100,1
11007972,123510-05_11007972_1000,1
11008117,111350-16_11008117_6610,1
11008600,135150-06_11008600_0100,1
11008956,123590-01_11008956_0100,1
11008988,123540-05_11008988_0100,1
11009387,100600-01_11009387_0110,1
11009538,111260-02_10061083_0709,1
11009538,111260-02_10061083_0710,1
11009538,111260-03_10061083_0700,1
11009621,100630-30_11009621_0110,1
11009655,123590-01_11009655_0100,1
11009668,123580-02_11009668_0100,1
11009986,151450-01_11009986_0100,1
11010065,111230-06_11010065_0200,1
11010065,111230-06_11010065_0300,1
11010384,123580-02_11010384_0100,1
11010454,111190-01_11010454_0100,1
11010454,111190-01_11010454_0101,1
11010454,111190-01_11010454_0102,1
11010454,111190-03_11010454_0300,1
11010584,123080-13_11003362_0200,1
11010702,123540-03_11010702_0100,1
11010740,134130-05_11010740_1300,1
11010808,111230-06_11010808_1111,1
11010820,135130-08_11010820_0100,1
11010821,135130-09_11010821_0100,1
11010914,123080-11_11010914_0100,1
11011434,124270-02_11011434_0100,1
11011442,123510-02_11011442_1000,1
11011443,123410-15_11011443_0100,1
11011523,123580-01_11011523_0100,1
11011545,123020-30_11011545_0700,1
11011680,123530-01_11011680_0100,1
11011890,123530-04_11011890_0200,1
11012152,123410-15_11012152_0100,1
11012298,123680-05_11012298_0100,1
11012407,134130-05_11012407_1300,1
11016412,110980-01_11016412_0100,1
11016412,110980-01_11016412_0101,1
11016412,110980-01_11016412_0800,1
11016412,110980-03_11016412_0800,1
11016416,123590-06_11016416_0100,1
11017455,111350-14_11017455_6408,1
11017525,111480-01_11017525_0100,1
11017526,111480-01_11017526_0100,1
11017527,111480-01_11017527_0100,1
11017634,111230-06_11017634_1111,1
11017665,111230-06_11017665_1111,1
11017714,111180-08_10000484_0300,1
11017794,110980-01_11017794_0100,1
11017794,110980-02_11017794_0200,1
11017802,134130-08_11017802_1300,1
11018093,110980-01_11018093_0100,1
11018259,111240-06_11018259_0100,1
11018699,123580-01_11018699_0100,1
11018720,100610-10_11018720_0110,1
11018821,100600-01_11018821_0110,1
11018963,123530-01_11018963_0100,1
11019002,100470-06_11019002_0110,1
11019280,100470-08_11019280_0110,1
11019389,123580-01_11019389_0100,1
11019416,123580-01_11019416_0100,1
11019440,123580-01_11019440_0100,1
11019472,123580-01_11019472_0100,1
11019661,123580-02_11019661_0100,1
11019744,100630-30_11019744_0110,1
11019745,100630-30_11019745_0110,1
11019780,123580-01_11019780_0100,1
11019881,111230-06_11019881_1111,1
11019881,111260-02_11019881_0100,1
11019881,111260-11_11019881_0100,1
11020003,123530-07_11020003_0700,1
11020193,123580-01_11020193_0100,1
11020316,123680-05_11020316_0100,1
11020356,111040-04_11020356_0100,1
11020356,111040-01_11020356_0200,1
11020464,135150-12_11020464_0100,1
11020555,123590-08_11020555_0100,1
11020942,135150-07_11020942_0100,1
11020949,110980-01_11020949_0100,1
11020949,110980-01_11020949_0101,1
11020949,110980-01_11020949_0102,1
11020949,110980-01_11020949_0104,1
11020949,110980-02_11020949_0200,1
11020966,124860-06_10925529_0100,1
11021349,123530-04_11021349_0100,1
11021952,135150-17_11021952_0100,1
11021959,135150-17_11021959_0100,1
11022163,123580-01_11022163_0100,1
11022177,111480-01_11022177_0100,1
11022371,100650-02_11022371_0110,1
11022443,111820-02_11022443_0100,1
11022444,111820-02_11022444_0100,1
11022520,111230-06_11022520_1111,1
11022597,111990-01_11022597_0100,1
11022597,111990-01_11022597_0200,1
11022598,111990-01_11022598_0100,1
11022598,111990-01_11022598_0300,1
11022598,111990-02_11022598_0400,1
11022662,111480-01_11022662_0100,1
11022784,124600-06_11022784_0100,1
11022790,134130-05_11022790_1300,1
11022791,134130-05_11022791_1300,1
11022862,111990-01_11022862_0100,1
11022862,111990-01_11022862_0200,1
11022863,111990-01_11022863_0100,1
11022863,111990-01_11022863_0200,1
11022863,111990-01_11022863_0300,1
11022863,111990-02_11022863_0400,1
11022864,111990-01_11022864_0100,1
11022864,111990-01_11022864_0200,1
11022864,111990-01_11022864_0300,1
11022864,111990-02_11022864_0400,1
11022866,111990-01_11022866_0100,1
11022866,111990-01_11022866_0300,1
11022866,111990-02_11022866_0400,1
11022869,111990-02_11022869_0400,1
11022869,111990-01_11022869_0300,1
11022869,111990-01_11022869_0100,1
11022880,111990-02_11022880_0400,1
11022881,111990-02_11022881_0400,1
11022888,124870-03_11022888_0100,1
11022903,134130-35_11022903_1500,1
11023054,123510-02_11023054_1000,1
11023066,110980-01_11023066_0100,1
11023066,110980-01_11023066_0101,1
11023066,110980-01_11023066_0102,1
11023066,110980-01_11023066_0103,1
11023066,110980-02_11023066_0200,1
11023066,110980-02_11023066_0201,1
11023066,110980-02_11023066_0202,1
11023152,135150-17_11023152_0200,1
11023152,135150-02_11023152_0100,1
11023193,135150-02_11023193_0100,1
11023193,135150-17_11023193_0200,1
11023382,111230-06_11023382_1111,1
11023770,100630-20_11023770_0210,1
11024020,100610-70_11024020_0120,1
11024103,111120-07_11024103_0300,1
11024115,123410-15_11024115_0100,1
11024415,135150-02_11024415_0100,1
11024415,135150-17_11024415_0200,1
11025444,100660-01_11025444_0110,1
11025605,134130-05_11025605_1300,1
11025606,134130-05_11025606_1300,1
11026183,111220-07_11026183_0700,1
11026183,111220-03_11026183_0300,1
11026184,111220-03_11026184_0300,1
11026184,111220-07_11026184_0700,1
11026328,123540-03_11026328_0100,1
11026352,111120-07_11026352_0300,1
11026355,111120-07_11026355_0300,1
11026370,123580-02_11026370_0100,1
11026372,111120-07_11026372_0300,1
